OID_,FIRE_ID,RASTERVALU
2756,OR4206512128720140619,1509
2757,NV4192811977620140702,1835
2758,CA4146612092420140703,1476
2759,NV4198111970420140723,1815
2760,CA4090112136820140731,1477
2761,CA4122712136220140731,1337
2762,CA4072012156220140731,1415
2763,CA4139912139220150731,1355
2764,CA4093812010520150803,2142
2765,CA4165512145820110608,1419
2766,CA4036812080220160911,1618
2767,CA4128112031520160917,2184
2768,NV4081011964820160730,1809
2769,CA4139512105720180815,1404
2770,CA4129012012020180713,1733
2771,CA4063012088020180727,1628
2772,CA4099012153020180809,1242
2773,NV4061311862120110806,1706
2774,NV4149211725420110807,1818
2775,NV4109711741020110930,1634
2776,NV4113811772720110930,1696
2777,NV4121211745020110930,1569
2778,NV4160111751620110930,2003
2779,NV4129511728720111001,1487
2780,NV4044111862420110913,1378
2781,NV4152411744120110729,1764
2782,NV4117611810720110731,1310
2783,NV4111111808920170808,1551
2784,NV4031111922920170810,1422
2785,NV4097111711220170830,1356
2786,NV4153911876620170724,1610
2787,NV4182011866720170724,1808
2788,NV4036311743720170724,1502
2789,NV4124911748820170725,1459
2790,NV4131811714520170726,1585
2791,NV4189911741020170731,1991
2792,NV4070611769720170717,1854
2793,NV4166211820420170709,1270
2794,NV4075511801620170714,1750
2795,NV4055811852120170620,1685
2796,NV4045411849020170620,1566
2797,NV4033511827120170704,1840
2798,NV4043311933220170709,1484
2799,NV4094011793320170709,1302
2800,NV4094111731520170709,1377
2801,NV4152411841920170709,1309
2802,NV4069111780220120722,1412
2803,NV4099111704620120805,1403
2804,NV4120611804020120805,1402
2805,NV4197311836620120805,2403
2806,NV4190111784920120810,1627
2807,NV4150711760120120810,1829
2808,OR4207311765520120810,1633
2809,NV4179311773820120813,1425
2810,NV4159711824220120819,1573
2811,NV4034411693620130630,2033
2812,NV4108911799220130701,1565
2813,NV4075811799020130702,1517
2814,NV4073011732120120629,1735
2815,NV4110111706220200727,1400
2816,NV4061411806220190625,1396
2817,NV4069611736820190706,1636
2818,NV4124711727320200723,1700
2819,NV4125011713520190916,1509
2820,NV4047611738820190722,1508
2821,NV4064811732520190722,1580
2822,NV4057511751220190723,1736
2823,NV4164111779920190723,1320
2824,NV4076611721820190808,1539
2825,OR4201411871120140711,1810
2826,NV4123411748320140712,1367
2827,NV4022411747320110624,1356
2828,NV4081811804420160817,1298
2829,NV4069311789920160817,1369
2830,NV4111311775520160817,1453
2831,NV4066911785220160820,1626
2832,NV4040711826020180623,1349
2833,NV4152811742720180705,1667
2834,NV4148111750720180308,1379
2835,NV4048111917220180723,1413
2836,NV4186711864020180724,1481
2837,NV4076011752020180724,1615
2838,NV4047011630920110715,1768
2839,NV4170211501320110814,2087
2840,NV4115411482620110924,2129
2841,NV4051411664320110930,1817
2842,NV4078711636620110930,1742
2843,NV4094911623520110930,1974
2844,NV4104711697720110930,1698
2845,NV4064511642320110723,1526
2846,ID4201911522420110803,1806
2847,NV4082511600720110804,1810
2848,NV4182211640620110804,1619
2849,NV4197911553720170823,1895
2850,NV4142011550520170823,1953
2851,NV4078411553020170829,1734
2852,NV4117211573120170830,2045
2853,NV4025811642420170912,2057
2854,NV4197111572520170914,1878
2855,NV4125511533320170730,1735
2856,NV4090811577720170717,1623
2857,NV4094111678720170709,1604
2858,NV4132211484620170714,1951
2859,NV4155811644920170715,1723
2860,NV4137211687120170714,1758
2861,ID4206411655820170715,1569
2862,NV4051011575620170620,1680
2863,NV4058611611920170626,1876
2864,NV4135011480620170707,1813
2865,NV4052211659520170708,1648
2866,NV4044011628320170708,1523
2867,NV4110111527920170708,1718
2868,NV4099711542920170709,1656
2869,NV4188211609920130716,1964
2870,NV4118111620820130716,1972
2871,NV4052111560220130719,1953
2872,ID4204811467420120710,1659
2873,NV4057111617920120721,1719
2874,NV4061611566620120723,1795
2875,NV4140911643520130817,2102
2876,NV4125911609620130820,1996
2877,NV4044211636320120805,1602
2878,NV4130311651320120805,2060
2879,NV4155611620920120808,1722
2880,NV4180111616720120808,1754
2881,NV4185011597020120808,1983
2882,NV4156211539020120810,2119
2883,NV4077811607020120810,1781
2884,NV4036011678320120810,2093
2885,NV4197111573620120810,1850
2886,ID4209511557520120816,1787
2887,ID4210911463320130701,1842
2888,NV4089711609720191014,1819
2889,NV4061811574920200719,1750
2890,NV4116511680820190722,1617
2891,NV4031211561920190804,2210
2892,NV4073111456120190804,1760
2893,NV4105311638320140729,1757
2894,NV4071111641720150629,1615
2895,NV4085211634420150729,1874
2896,NV4092811684620160819,1564
2897,NV4095411619220160901,1833
2898,NV4102211692120160702,1734
2899,NV4125111540220180817,1862
2900,NV4122511531320180817,1702
2901,NV4181211632420180817,2061
2902,NV4077311684220180818,1746
2903,NV4064611615820180823,1760
2904,NV4065711551820180830,2008
2905,NV4130311596620180903,2097
2906,NV4056511665220180623,1532
2907,NV4067411551020180930,2102
2908,NV4067711610520180627,1751
2909,NV4130611477420180701,1845
2910,NV4073711459620180701,1972
2911,NV4069611507520180705,1919
2912,NV4090511565520180714,1925
2913,NV4127811541520180716,1837
2914,NV4074311639520180716,1463
2915,ID4203511639220180716,1671
2916,NV4194911609820180721,1946
2917,NV4047911681120180721,1502
2918,NV4061211588320180724,1693
2919,NV4160011549220180725,1910
2920,UT4130811247020120524,1587
2921,UT4025411222220120517,1644
2922,UT4083411277420110716,1430
2923,NV4169811421820111001,1959
2924,UT4182911286620110820,1437
2925,UT4194611259120110820,1699
2926,UT4149411255520110831,1728
2927,UT4117111287820170719,1671
2928,UT4185611306220170720,1341
2929,UT4025311389720170809,1534
2930,UT4157611263120170812,1347
2931,NV4109811409020170813,1550
2932,UT4091011299620170820,1359
2933,UT4180511308820170823,1339
2934,UT4179811316520170823,1349
2935,NV4198611423820170829,1858
2936,UT4052111287020170830,1359
2937,NV4162111423720170801,1936
2938,UT4070511295520170718,1863
2939,UT4046311328520170619,1464
2940,UT4132311249720170620,1704
2941,UT4180911288720170627,1374
2942,NV4171611419720170704,1803
2943,UT4186011283220170704,1527
2944,NV4031211431920170708,1801
2945,UT4100611256920170531,1421
2946,UT4151911370320130720,1938
2947,UT4124111395620120711,1892
2948,NV4145611441220120712,1779
2949,UT4168411381420120712,1821
2950,UT4197511236920130808,1990
2951,UT4034111267020130810,2291
2952,UT4054911295520120727,1918
2953,ID4207011315620120806,2085
2954,UT4081311247520120910,1469
2955,UT4035511230820120615,1651
2956,UT4182011233920130708,1609
2957,UT4078711251920200530,1740
2958,UT4071811265120190628,1578
2959,UT4067711224920190903,1838
2960,NV4034511406020200530,1547
2961,UT4070411266320200614,1519
2962,UT4103311286020201029,1354
2963,UT4154311335720200603,1373
2964,UT4180611268420200603,1433
2965,UT4177211363120200720,1763
2966,ID4209811286520200819,1505
2967,UT4177911224220190715,1623
2968,NV4094511436120200717,1896
2969,NV4095411434420200802,1842
2970,NV4193711416620190804,1818
2971,UT4194311294120190805,1333
2972,UT4178911290420190805,1358
2973,UT4145111317520190806,1606
2974,UT4027911289720140607,1491
2975,UT4054911223820140720,1552
2976,UT4042511308720160606,1344
2977,UT4087711283820160918,1758
2978,UT4161611320320160624,1539
2979,NV4107311454820160716,2023
2980,UT4094911222820160722,1547
2981,UT4036611274620160802,1427
2982,UT4191111231020160803,1777
2983,UT4086311275320180901,1529
2984,UT4071511223920180915,1631
2985,UT4192311225720180627,1630
2986,NV4019211447220180704,2002
2987,UT4067911258520180709,1636
2988,NV4180711406520180726,1857
2989,UT4191911362320180726,1838
2990,UT4050711296920180727,2019
2991,UT4181111267420180803,1569
2992,UT4111911283520180510,1340
2993,UT4185411239220180803,1767
2994,UT4021411190120110806,1871
2995,WY4138811077820170909,2302
2996,UT4046511175120120703,2190
2997,UT4164511180820130811,2044
2998,UT4078411140920130813,2085
2999,UT4043311193320120805,1716
3000,UT4033111194320120621,1873
3001,UT4051911005120120627,2279
3002,UT4102211143920201017,2043
3003,UT4020111189120200628,1709
3004,UT4060611070920200821,3125
3005,UT4032611166920201017,1892
3006,UT4064011045220200825,3136
3007,UT4104911158820140720,1967
3008,UT4199411157320160821,2442
3009,WY4104611059420160728,2636
3010,UT4070211106620160728,2844
3011,UT4022411190520180811,1952
3012,UT4194311112320180816,2019
3013,UT4063111090120180828,2990
3014,CO4080510828320120604,2142
3015,CO4034410811720170909,1974
3016,CO4033110843720170921,2025
3017,CO4079410883420170627,2295
3018,UT4030110919520170530,1599
3019,CO4028410821720130721,2048
3020,CO4038810818620120710,2115
3021,CO4028510839520120803,1945
3022,WY4100410927220200803,2176
3023,CO4026410779020200707,2028
3024,UT4053310958320140705,1875
3025,CO4071610803320140723,2053
3026,WY4126010920920150726,2291
3027,UT4096610909120180902,2585
3028,CO4065310857420180913,2116
3029,CO4078210783620180629,2208
3030,CO4049510817220180706,1915
3031,WY4152710878820180728,2218
3032,WY4121410901620180728,2349
3033,CO4058910540420120609,2215
3034,WY4195210526420110821,2043
3035,WY4182510535820110830,1923
3036,CO4092510688420170819,2745
3037,CO4060010711020170904,2564
3038,WY4117410626120170703,2848
3039,CO4056810518720130315,1708
3040,CO4051910728920130817,2039
3041,CO4036110556320121009,2858
3042,WY4112010606920120630,2417
3043,CO4020310623920201014,2981
3044,WY4183110664420200905,2167
3045,CO4060910587920200813,3027
3046,CO4062810679620200906,3002
3047,WY4117610642220200917,2789
3048,CO4053710538120110401,2076
3049,CO4088310505720170304,1760
3050,WY4104210676220160815,2811
3051,WY4104010709720160910,2519
3052,CO4095810663420160619,2584
3053,WY4102310619920180610,2697
3054,CO4097810674720180915,2623
3055,CO4022310665520180719,2831
3056,CO4069910400320190319,1461
3057,NE4165010345220200827,1385
3058,CO4078010283820170306,1252
3059,CO4092710434920160218,1607
3060,NE4139410051820111004,923
3061,NE4172010218820120802,1186
3062,NE4138510192220120802,1081
3063,NE4165810253920120807,1181
3064,NE4179710028320120630,854
3065,NE4166810220320190321,1159
3066,NE4182510069520200302,963
3067,NE4198910078120110422,956
3068,NE4188410083120110508,956
3069,CO4037010225020180404,1148
3070,NE4198910022620110506,850
3071,NE4191010026720110405,855
3072,PA4117007792020180501,645
3073,PA4077807569420150418,308
3074,NY4161407443620150503,347
3075,PA4111907568320150503,487
3076,PA4115307532420201107,611
3077,NY4117007410020161113,340
3078,PA4121407518220160420,337
3079,PA4117207522020160420,394
3080,NY4167407435120160423,658
3081,NY4088207283820120409,14
3082,OR4300312219820110820,1797
3083,OR4294112254720170808,1657
3084,OR4303712246520170809,1606
3085,OR4318212230620170809,1668
3086,OR4254212214420170810,1814
3087,OR4309112272520170810,911
3088,OR4340212236220170810,1561
3089,OR4331112282720170810,593
3090,OR4209312329420170811,1620
3091,OR4311112241120170811,1861
3092,OR4320912249720170811,1103
3093,OR4210812315720170812,1104
3094,OR4330612262220170812,646
3095,OR4293912360020170827,282
3096,OR4279812231820170725,1768
3097,OR4298012228220170729,1829
3098,OR4229712395420170712,751
3099,OR4261412376020130726,352
3100,OR4292312275720130726,1182
3101,OR4304512272320130726,486
3102,OR4261812347620130726,929
3103,OR4236712381420130726,716
3104,OR4273212351520130726,652
3105,OR4285712358520130726,356
3106,OR4220112270220200908,479
3107,OR4292012329520190725,488
3108,OR4333412278820200908,772
3109,OR4246712268320200908,881
3110,OR4316012207020200908,1617
3111,OR4265312186920200908,1394
3112,OR4262512225320140731,1768
3113,OR4373612257320140811,608
3114,OR4245612363620140913,782
3115,OR4332112296020150728,743
3116,OR4292412304820150730,848
3117,OR4303812227820150801,1670
3118,OR4236212410720150802,634
3119,OR4292412221220160728,1916
3120,OR4258012299020180822,870
3121,OR4275312292520180715,823
3122,OR4293812266120180715,919
3123,OR4307312203920180715,1606
3124,OR4252812357120180715,606
3125,OR4282612280720180716,959
3126,OR4269312315820180716,843
3127,OR4237012386020180716,890
3128,OR4330012051720110908,1419
3129,OR4347112095920110908,1382
3130,OR4375212142520170829,1352
3131,OR4231312098120170731,1531
3132,OR4356811993720170802,1596
3133,OR4313511959420170712,1518
3134,OR4299612077120170708,1371
3135,OR4381811996920120718,1511
3136,OR4348912075720120723,1539
3137,OR4237611972920130916,1787
3138,OR4261011964820190915,1545
3139,OR4257212055720200908,1884
3140,OR4250212055220200721,1666
3141,OR4252012150720140713,1383
3142,OR4360111948420140714,1440
3143,OR4209412026920200816,1870
3144,OR4272312062320160817,1584
3145,OR4265012082720180815,2139
3146,OR4383912111420180907,1417
3147,OR4222111786120120423,1434
3148,OR4289811760220110806,1177
3149,OR4306511751920110806,1440
3150,OR4224511849220110915,1302
3151,OR4264611760220110915,1230
3152,OR4255711905020111001,1386
3153,OR4235811722120110824,1600
3154,OR4268311872620110825,1715
3155,OR4298311853820110825,1573
3156,OR4391611746120110825,909
3157,OR4309711823520110825,1309
3158,OR4296711776020110731,1152
3159,OR4268411756520170819,1232
3160,OR4218311730920170828,1721
3161,OR4352711767320170908,1280
3162,OR4214111863020170724,1606
3163,OR4313911723620170727,1427
3164,OR4350811741120170728,1177
3165,OR4362811730020170729,1034
3166,OR4253311772120170725,1490
3167,OR4328611743820170709,931
3168,OR4294811798820170626,1309
3169,OR4281911917520120708,1482
3170,OR4239211789420120708,1485
3171,OR4380111810220130731,1201
3172,OR4239411714320130807,1566
3173,OR4265911735820130807,1519
3174,OR4254611719320130807,1480
3175,OR4275011847620130808,1651
3176,OR4325611768420130808,1494
3177,OR4209111842320120724,1734
3178,OR4311811880120130812,1280
3179,OR4351211831720130824,1270
3180,OR4394511718320120806,846
3181,ID4258511693320120808,1644
3182,OR4220411717120120810,1642
3183,OR4332911796620130610,1430
3184,OR4328611798320130610,1404
3185,OR4297111722420120828,1376
3186,OR4380411811620130630,1260
3187,OR4271811775920130701,1172
3188,OR4293711764020130701,1193
3189,OR4361211717120130701,1152
3190,OR4296111781820130702,1188
3191,OR4326611737920121031,1055
3192,OR4316311929120190721,1359
3193,OR4245011723920190723,1407
3194,OR4380511789220200816,1305
3195,OR4275611811920200817,1708
3196,ID4286811701320201030,1570
3197,OR4302111828620200805,1829
3198,OR4333011722220201105,1420
3199,OR4371511840820140714,1399
3200,OR4325911851220140714,1449
3201,OR4332411821620140714,1542
3202,OR4362911838720140714,1400
3203,OR4384611806020140723,1100
3204,OR4360211790120140724,1375
3205,OR4297611830020140811,1572
3206,OR4262311881920140916,1643
3207,OR4240011866820140916,1512
3208,OR4271011721520150628,1417
3209,OR4330711729220150629,1231
3210,OR4354911912820150705,1400
3211,OR4340211847020150810,1342
3212,OR4355611730720160821,1347
3213,OR4278111760620160606,1224
3214,OR4361411814520160807,1269
3215,OR4373211777920160807,1017
3216,OR4261111754220180615,1292
3217,OR4335511882520181016,1250
3218,OR4241211864020180705,1245
3219,OR4393211800020180714,992
3220,OR4327211882920180427,1250
3221,OR4240411760120180724,1596
3222,ID4256411501620120603,1278
3223,ID4317811560420120604,1062
3224,ID4325711609020120607,1007
3225,ID4319711613820110718,976
3226,ID4266311590220110814,1344
3227,ID4297611532920110815,916
3228,ID4307411529820110815,1050
3229,ID4317211595820110815,916
3230,ID4336611612920110815,959
3231,ID4346111623420110815,898
3232,ID4285511571220111001,952
3233,ID4276311539120111002,1016
3234,ID4312311575820110831,961
3235,ID4280911470420110901,1104
3236,ID4377711654320110719,805
3237,ID4350011613420110721,1023
3238,ID4320311617420110728,972
3239,ID4238811485020110730,1369
3240,ID4240411508520110804,1424
3241,ID4286211512120110804,954
3242,ID4299211488320110804,1058
3243,ID4309111535220110804,1045
3244,ID4324411626620110804,970
3245,ID4242611608120170808,1818
3246,ID4218611510920170824,1700
3247,ID4221411690720170824,1452
3248,ID4286511471220170805,1138
3249,ID4280011566720170709,1008
3250,ID4329011586220170626,1004
3251,ID4320811577220170626,1058
3252,ID4312511623120170626,821
3253,ID4302611580620170627,920
3254,ID4332111582720170627,1060
3255,ID4319911589020170627,945
3256,ID4282011554120170628,895
3257,ID4290011543420170628,948
3258,ID4283611554420170531,880
3259,ID4331211582520120706,1037
3260,ID4245311502520120707,1245
3261,ID4292411561820120709,867
3262,ID4235011523620130716,1474
3263,ID4291211546620130716,847
3264,ID4305611538320120709,983
3265,ID4261811618520120709,1621
3266,ID4343711606320120710,1061
3267,ID4314911552920120711,1386
3268,ID4242311555520130727,1383
3269,ID4321511470020130728,1693
3270,ID4287511688620130729,1534
3271,ID4236411513020130731,1442
3272,ID4297811589920130801,879
3273,ID4355611604320130806,1213
3274,ID4342011485220130807,1731
3275,ID4299511589420130808,914
3276,ID4329411554820130809,1515
3277,ID4334011550020130809,1774
3278,ID4351111613920120724,1057
3279,ID4250611694020130813,1765
3280,ID4388711518020130817,2096
3281,ID4382911647620120728,965
3282,ID4355711510020130824,2034
3283,ID4308711468320130911,1355
3284,ID4371111536820120803,1928
3285,ID4259311566320120806,1181
3286,ID4296311508420120808,938
3287,ID4217111589120120810,1805
3288,ID4234911551120130612,1457
3289,ID4238111461920130629,1379
3290,ID4282711470820130701,1046
3291,ID4329111645520120613,904
3292,ID4321011580820121008,1032
3293,ID4303611492420130703,1055
3294,ID4379911505820130703,2322
3295,ID4376811602520130715,1340
3296,ID4315411662120130716,1257
3297,ID4348011692420120630,1061
3298,ID4345211594520190815,1145
3299,ID4229611529420200814,1599
3300,ID4298311481320200606,1075
3301,ID4295011487620200703,1032
3302,ID4282811459820200825,1108
3303,ID4274811621820200722,1315
3304,ID4284111556820200530,891
3305,ID4292211511120200819,902
3306,ID4247111537220190712,1338
3307,ID4326411571220190713,1085
3308,ID4345611483420200806,1900
3309,ID4239411551020190722,1409
3310,ID4229111562520190723,1488
3311,ID4277711552420190806,1261
3312,ID4286811517820190809,880
3313,ID4329411651220140612,703
3314,ID4275411506820150814,999
3315,ID4334511584620140801,1017
3316,ID4271311571220150711,1076
3317,ID4378711598520151010,1257
3318,ID4327511649920150606,778
3319,ID4313811536520150805,1334
3320,ID4311811696020150810,1526
3321,ID4347011674420160606,790
3322,ID4273611666120160929,1713
3323,ID4281011470420160624,1070
3324,ID4360011614220160630,970
3325,ID4356411603820160719,1206
3326,ID4306211533920180817,1082
3327,ID4281911470620180818,1082
3328,ID4349011505720180820,2120
3329,ID4275711555220180822,1107
3330,ID4278011563020180906,895
3331,ID4297711484720181020,1056
3332,ID4319611555020181111,1188
3333,ID4302611590820180704,909
3334,ID4219111649020180716,1585
3335,ID4216511601820180716,1848
3336,ID4243811478320180716,1299
3337,ID4251811561720180716,1280
3338,ID4241811550420180717,1487
3339,ID4304311477420180717,1187
3340,ID4344911614820180722,970
3341,ID4204811559720180724,1704
3342,ID4224811280920110809,1747
3343,ID4283111240020110815,1650
3344,ID4274711279320110821,1479
3345,ID4295111354520110821,1358
3346,ID4365211280320110825,1463
3347,ID4390811297320110831,2302
3348,ID4286811452720110804,1178
3349,ID4347711421120170723,2024
3350,ID4280311340520170901,1369
3351,ID4295711446320170726,1199
3352,ID4328511299920170730,1586
3353,ID4235211343720170730,1570
3354,ID4335311286620170802,1519
3355,ID4306511438720170804,1392
3356,ID4270611272520170805,1475
3357,ID4291611449620170710,1281
3358,ID4271411395820170703,1354
3359,ID4314011358620120708,1381
3360,ID4299711423520130721,1286
3361,ID4319911326420120710,1530
3362,ID4343111288420120710,1517
3363,ID4273111262120120711,1542
3364,ID4329011275020120711,1483
3365,ID4294111360220120713,1339
3366,ID4298711401020130731,1306
3367,ID4270211406820130731,1340
3368,ID4275411432420130801,1236
3369,ID4345711455020130807,2243
3370,ID4282311405220120722,1265
3371,ID4290811399520120726,1294
3372,ID4292511421220130822,1298
3373,ID4227711406020120805,2045
3374,ID4295911374920120805,1354
3375,ID4295911379120120805,1330
3376,ID4245711348820120806,1619
3377,ID4287011443220120816,1218
3378,ID4228011353320120829,1850
3379,ID4261611436020120831,1169
3380,ID4304611403620130701,1319
3381,ID4255211309020121004,1775
3382,ID4225911218820121020,1569
3383,ID4296011441220200731,1181
3384,ID4304011319020190706,1526
3385,ID4270011322220190706,1311
3386,ID4284311240020200719,1718
3387,ID4355311255120200708,1601
3388,ID4369611305520200702,1495
3389,ID4254811347120200723,1392
3390,ID4262311348620200808,1315
3391,ID4299311311120190906,1490
3392,ID4235511352920201010,2006
3393,ID4260311330220190713,1294
3394,ID4209111416920200912,2200
3395,ID4371511252320190722,1523
3396,ID4295911436620190723,1219
3397,ID4288211440220190723,1227
3398,ID4319611377420190801,1455
3399,ID4285711443720150814,1216
3400,ID4294111425620140627,1398
3401,ID4311811407220140705,1376
3402,ID4321211408420140714,1411
3403,ID4255511311720140811,1451
3404,ID4294611425620150703,1376
3405,ID4278311340620150923,1373
3406,ID4271011273420160810,1613
3407,ID4321211355820160817,1468
3408,ID4238611328520160824,1404
3409,ID4327511378720160901,1468
3410,ID4217711361520160902,2384
3411,ID4360011349920160704,1779
3412,ID4302711220820160806,1799
3413,ID4312211375620160807,1420
3414,ID4298011230820180816,1542
3415,ID4268911299220180609,1312
3416,ID4223511346220180922,1657
3417,ID4316911383020180716,1502
3418,ID4247711313220180717,1806
3419,ID4218811351720180726,1990
3420,ID4346711414520180729,1709
3421,ID4295711234620180804,1796
3422,WY4356311039520110820,2644
3423,WY4388511010720110826,2704
3424,WY4360211036420110912,2515
3425,ID4379411205520170825,1513
3426,WY4219011071520170804,2725
3427,ID4277311180620130805,1735
3428,ID4318111213620120727,1729
3429,WY4392511021120120824,2913
3430,WY4339911075720120908,2377
3431,WY4243611062020120624,2585
3432,ID4229911193320120628,1608
3433,WY4388011002420120702,2686
3434,ID4382511202020190811,1501
3435,ID4316011199620140613,1709
3436,ID4343411187020140731,1665
3437,ID4337411194720160821,1611
3438,ID4216111202220160823,1616
3439,ID4355611124820160823,2005
3440,WY4364210996820160712,2684
3441,WY4323911049120160717,2309
3442,ID4292911199020180813,1948
3443,ID4377511211520180818,1470
3444,WY4304211058720180915,2294
3445,WY4270611067920180916,2544
3446,ID4257811155220180922,1866
3447,WY4381510955820110722,2922
3448,WY4397610791720170811,1352
3449,WY4395910974120130720,2763
3450,WY4273810886420130722,2293
3451,WY4368810966320130830,2655
3452,WY4306610945120120809,2925
3453,WY4285410970420190817,2396
3454,WY4385610791920200714,1412
3455,WY4324810945920150816,2753
3456,WY4302610888320150926,1733
3457,WY4389410898120160809,2517
3458,WY4381010781320180813,1359
3459,WY4374310807320180913,1357
3460,WY4379410794120180726,1400
3461,WY4377310790720180728,1465
3462,WY4218410537620120603,2002
3463,WY4225910726320110921,2700
3464,WY4333510557820110924,1577
3465,WY4294910640920110825,1636
3466,WY4306810657820170814,1669
3467,WY4217210691820120721,2136
3468,WY4225910719620120727,2395
3469,WY4274510566020120810,1712
3470,WY4271110631220120909,2178
3471,WY4249510588020120617,2511
3472,WY4383510733620120626,1637
3473,WY4220110549020120627,2100
3474,WY4228410519420120627,1609
3475,WY4234910689720190824,2225
3476,WY4217810703820200807,2305
3477,WY4389210640120200614,1404
3478,WY4301310696720200814,1746
3479,WY4287610628620151011,1612
3480,WY4391910664520200716,1493
3481,WY4211510536620180826,1872
3482,WY4326210530420180917,1453
3483,WY4229810478320120609,1427
3484,SD4333210306420120424,981
3485,WY4370110410520110718,1379
3486,SD4343610385020110811,1269
3487,WY4302610490720110825,1436
3488,WY4322410487820110825,1355
3489,WY4338310434020110825,1145
3490,WY4340410426920110831,1185
3491,SD4362810403320110719,1358
3492,SD4362310345520170911,1351
3493,WY4239610486020120714,1581
3494,SD4360210355020120719,1428
3495,NE4337110402520120721,1201
3496,NE4278010360120120828,1422
3497,NE4282410260920120829,1077
3498,NE4262410325320120829,1184
3499,SD4392110402520120904,1903
3500,NE4273610372920120617,1416
3501,SD4338710375420120629,1278
3502,NE4230710373320190405,1464
3503,SD4352810349220150413,1274
3504,NE4284910324220150915,1051
3505,SD4327410271120200806,891
3506,SD4362610351320160402,1477
3507,WY4231010419220160711,1429
3508,SD4324610371020160716,1102
3509,SD4350210294720160727,958
3510,SD4377610344820171211,1241
3511,SD4357810084420120225,667
3512,SD4331810023020111005,562
3513,SD4376410207220110909,751
3514,SD4359910153320170716,784
3515,SD4309610116620120719,897
3516,SD4303910090420121017,872
3517,SD4310910110920150329,888
3518,SD4334810247820200914,909
3519,NE4280510153220200928,974
3520,SD4311610262120200616,1028
3521,SD4346410211220170304,956
3522,SD4389710202220161016,732
3523,NE4268309789120120310,469
3524,NE4284210010820120720,702
3525,NE4280109849920120908,517
3526,SD4362210023820141016,614
3527,OR4485612210620110826,1457
3528,OR4435212182320110828,1486
3529,OR4470812185620170724,1035
3530,OR4410112190920170810,1884
3531,OR4410112199420170810,1021
3532,OR4404612205520170810,1519
3533,OR4400312257520170811,775
3534,OR4474912191520170811,1390
3535,OR4425712174320170811,1533
3536,OR4412912209720170811,784
3537,OR4563012190420170902,666
3538,OR4400912217020170804,1346
3539,OR4473312173020120804,1380
3540,OR4534312237820200907,67
3541,OR4482112218820200816,488
3542,OR4417212223120200908,673
3543,OR4504912206220200908,1102
3544,OR4501512390320200908,37
3545,OR4472312167920200817,1326
3546,OR4463612175020140713,1368
3547,OR4519612218020140914,418
3548,OR4408412223820180819,975
3549,OR4444312138020110922,783
3550,OR4431411944320111001,1181
3551,OR4463812121020110822,736
3552,OR4555812091720110822,389
3553,OR4476712123320110824,896
3554,OR4493112043020110824,1071
3555,OR4503712107920110824,541
3556,OR4473012013820110825,482
3557,OR4542512164220110827,1468
3558,WA4566512100820110829,818
3559,OR4474212096020110801,690
3560,OR4485812079620110801,910
3561,OR4472112022920110802,1169
3562,OR4530112101720110804,587
3563,OR4478312125820110707,585
3564,OR4566512011720170721,166
3565,OR4509112124520170809,1103
3566,OR4484012069620170811,936
3567,OR4441212141120170811,850
3568,OR4503912058720170813,969
3569,OR4447912049720170909,1675
3570,OR4473612104220170725,779
3571,OR4491012041420170620,813
3572,OR4476512125220170626,568
3573,OR4481412123520130720,557
3574,OR4497512084120120713,1010
3575,OR4487212099520120714,803
3576,OR4477112100620120714,626
3577,OR4450012161420130731,1429
3578,WA4564912112420120726,95
3579,OR4551712135520130816,822
3580,OR4451212138520120805,863
3581,OR4515911997920130510,780
3582,OR4554912089520130601,242
3583,OR4475912103520120828,735
3584,WA4576012151620120905,480
3585,OR4417812169920120909,1506
3586,OR4481312113820120916,577
3587,OR4494912090120190812,907
3588,OR4475511980220200819,1325
3589,OR4572112013020190713,256
3590,OR4477312161820200816,1172
3591,OR4556212040420200429,338
3592,OR4504511946220190805,1305
3593,OR4483012137720150812,798
3594,OR4414212147220140607,1217
3595,OR4486512071420140703,953
3596,OR4419812045620140713,1240
3597,OR4499312125220140713,716
3598,OR4528312056920140713,442
3599,OR4471312061120140713,800
3600,OR4466612007120140714,1274
3601,OR4483512025020140714,926
3602,OR4499212060520140714,1013
3603,OR4487812088220140714,885
3604,OR4454812036520140714,1596
3605,OR4496711955420140714,925
3606,OR4455812160720140714,1413
3607,OR4493212174420140716,1085
3608,OR4425512018720140717,1356
3609,OR4566912007620140720,250
3610,OR4523612034820140729,775
3611,OR4485911972220140730,757
3612,OR4426911945020140801,1043
3613,OR4567412127820140806,484
3614,OR4539512014620140811,674
3615,OR4471111949220140829,1270
3616,OR4459311956220150627,1088
3617,OR4431411958420150629,1376
3618,WA4571012075220150702,244
3619,OR4492212094420150708,933
3620,OR4535212022220150825,736
3621,OR4516412102520150909,396
3622,WA4564412110720150913,409
3623,OR4479812122620150610,660
3624,WA4571712031520150805,516
3625,OR4446712160520200817,1271
3626,OR4518212157620200817,648
3627,OR4403912052820200816,1790
3628,WA4577312031420160911,251
3629,OR4448812148120160607,1064
3630,OR4536912057620160608,462
3631,OR4407812030820160929,1539
3632,OR4562412106720160701,369
3633,OR4552312036720160721,408
3634,OR4486912109820160724,667
3635,OR4473612136820180816,836
3636,OR4514511998420180817,907
3637,OR4480012022420180817,824
3638,OR4453312109120180817,963
3639,OR4529512038520180817,856
