OID_,FOD_ID,FPA_ID,SOURCE_SYS,SOURCE_S_1,NWCG_REPOR,NWCG_REP_1,NWCG_REP_2,SOURCE_REP,SOURCE_R_1,LOCAL_FIRE,LOCAL_INCI,FIRE_CODE,FIRE_NAME,ICS_209_IN,ICS_209_NA,MTBS_ID,MTBS_FIRE_,COMPLEX_NA,FIRE_YEAR,DISCOVERY_,DISCOVERY1,DISCOVER_1,STAT_CAUSE,STAT_CAU_1,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESC,STATE,COUNTY,FIPS_CODE,FIPS_NAME
3170,300210797,W-683151,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDJRD,Jarbidge Field Office, , ,J1Q7,SAYLOR,2878423,Saylor,ID4275411506820150814,SAYLOR, ,2015,8/14/2015 0:00:00,226,1526,1.000000000000000,Lightning,8/15/2015 0:00:00,227,1900,2260.000000000000000,F,42.753599999999999,-115.068100000000001,1.000000000000000,BLM,ID,Owyhee,073,Owyhee
3171,300210802,W-679102,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDJRD,Jarbidge Field Office, , ,JQ68,SAYLOR CREEK RD,2714697,Saylor Creek Rd, , , ,2015,5/28/2015 0:00:00,148,1308,9.000000000000000,Miscellaneous,5/30/2015 0:00:00,150,1400,728.000000000000000,E,42.942200000000000,-115.371899999999997,8.000000000000000,PRIVATE,ID,Elmore,039,Elmore
3172,300210849,W-688786,FED,DOI-WFMI,TRIBE,USIDNPT,Nez Perce Tribe,IDNPT,Nez Perce Tribe,3364, ,J1EL,FISHER,2882752,Fisher,ID4634011645020150812,FISHER,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015,8/12/2015 0:00:00,224,0200,1.000000000000000,Lightning,10/14/2015 0:00:00,287,1300,21640.000000000000000,G,46.344999999999999,-116.359999999999999,9.000000000000000,TRIBAL,ID, , , 
3173,300210854,W-688857,FED,DOI-WFMI,TRIBE,USIDNPT,Nez Perce Tribe,IDNPT,Nez Perce Tribe,3369, ,J1JF,MUNICIPAL,2900293,Municipal,ID4648811626020150815,MUNICIPAL,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,2015,8/14/2015 0:00:00,226,1740,11.000000000000000,Powerline,9/14/2015 0:00:00,257,2100,1750.000000000000000,F,46.475600000000000,-116.249200000000002,9.000000000000000,TRIBAL,ID, , , 
3174,300210878,W-684306,FED,DOI-WFMI,BLM,USIDBOD,Boise District,IDOYD,Owyhee Field Office, , ,J08B,SODA,2880290,SODA,ID4311811696020150810,SODA, ,2015,8/10/2015 0:00:00,222,1310,1.000000000000000,Lightning,8/25/2015 0:00:00,237,1006,283180.000000000000000,G,43.117500000000000,-116.959460000000007,8.000000000000000,PRIVATE,ID,Owyhee,073,Owyhee
3175,300212444,W-684361,FED,DOI-WFMI,BIA,USMTFPA,Fort Peck Agency,MTFPA,Fort Peck Agency,128, ,J3K6,FORD, , , , , ,2015,9/12/2015 0:00:00,255,1515,2.000000000000000,Equipment Use,9/12/2015 0:00:00,255,2154,1034.599999999999909,F,48.182800000000000,-106.123599999999996,2.000000000000000,BIA,MT, , , 
3176,300212471,W-682005,FED,DOI-WFMI,NPS,USMTGNP,Glacier National Park,MTGNP,Glacier National Park,15, ,JZD9,REYNOLDS FIRE,2778213,Reynolds,MT4866711363420150721,REYNOLDS, ,2015,7/21/2015 0:00:00,202,1400,9.000000000000000,Miscellaneous,9/28/2015 0:00:00,271,1435,4850.000000000000000,F,48.666899999999998,-113.634200000000007,3.000000000000000,NPS,MT, , , 
3177,300212477,W-683792,FED,DOI-WFMI,NPS,USMTGNP,Glacier National Park,MTGNP,Glacier National Park,21, ,J048,THOMPSON,2857044,Thompson,MT4854411361620150809,THOMPSON,THOMPSON DIVIDE COMPLEX,2015,8/9/2015 0:00:00,221,1349,1.000000000000000,Lightning,11/5/2015 0:00:00,309,1400,18847.000000000000000,G,48.543999999999997,-113.616100000000003,3.000000000000000,NPS,MT, , , 
3178,300213869,W-679632,FED,DOI-WFMI,BLM,USNMTAD,Taos Field Office,NMTAD,Taos Field Office, , ,JT7Y,PERDIDA,2832027,Perdida, , , ,2015,6/23/2015 0:00:00,174,1900,1.000000000000000,Lightning,10/30/2015 0:00:00,303,1144,814.000000000000000,E,36.756700000000002,-105.775599999999997,1.000000000000000,BLM,NM,Taos,055,Taos
3179,300213918,W-684753,FED,DOI-WFMI,BLM,USNVBMD,Battle Mountain District Office,NVBMD,Battle Mountain Field Office, , ,AG9N,COWBOY 2,2951227,Cowboy 2, , , ,2015,9/20/2015 0:00:00,263,1221,2.000000000000000,Equipment Use,9/22/2015 0:00:00,265,1147,674.000000000000000,E,39.817799999999998,-116.856899999999996,1.000000000000000,BLM,NV,Lander,015,Lander
3180,300213956,W-685080,FED,DOI-WFMI,BLM,USNVCCD,Carson City District Office,NVCCD,Carson City Field Office, , ,J1RG,COLD SPRINGS,2888171,Cold Springs,NV3927311778420150814,COLD SPRINGS, ,2015,8/14/2015 0:00:00,226,1620,1.000000000000000,Lightning,8/29/2015 0:00:00,241,1800,3811.000000000000000,F,39.272500000000001,-117.784400000000005,1.000000000000000,BLM,NV,Churchill,001,Churchill
3181,300215428,W-685085,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,J2NC,0561 SEE SAW,2949826,0561 RN SEE SAW FIRE,OR4535212022220150825,0561 RN SEE SAW FIRE, ,2015,8/24/2015 0:00:00,236,2130,1.000000000000000,Lightning,9/15/2015 0:00:00,258,1233,3024.000000000000000,F,45.351700000000001,-120.222499999999997,8.000000000000000,PRIVATE,OR,Gilliam,021,Gilliam
3182,300215435,W-688025,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,J3ER,0590 OVEN,2910056,0590 RN OVEN,OR4516412102520150909,0590 RN OVEN, ,2015,9/9/2015 0:00:00,252,1502,2.000000000000000,Equipment Use,9/16/2015 0:00:00,259,1717,1100.000000000000000,F,45.155000000000001,-121.026399999999995,8.000000000000000,PRIVATE,OR,Wasco,065,Wasco
3183,300217045,W-687646,FED,DOI-WFMI,BIA,USWACOA,Colville Agency,WACOA,Colville Agency,157, ,J1KG,NORTH STAR,2867919,NORTH STAR,WA4833811900220150813,NORTH STAR, ,2015,8/13/2015 0:00:00,225,1528,2.000000000000000,Equipment Use,10/7/2015 0:00:00,280,1800,218138.000000000000000,G,48.338140000000003,-119.001750000000001,9.000000000000000,TRIBAL,WA, , , 
3184,300217085,W-687970,FED,DOI-WFMI,NPS,USWANCP,North Cascades National Park,WANCP,North Cascades National Park,31, ,J0E6,GOODE,2833422,GOODE, , , ,2015,7/26/2015 0:00:00,207,1300,1.000000000000000,Lightning,10/15/2015 0:00:00,288,1800,616.000000000000000,E,48.474699999999999,-120.932500000000005,3.000000000000000,NPS,WA, , , 
3185,300217089,W-687973,FED,DOI-WFMI,NPS,USWANCP,North Cascades National Park,WANCP,North Cascades National Park,39, ,J1BS,GOODELL,2922019,GOODELL,WA4868512125620150811,GOODELL,UPPER SKAGIT COMPLEX,2015,8/10/2015 0:00:00,222,2200,1.000000000000000,Lightning,11/18/2015 0:00:00,322,1300,7107.000000000000000,G,48.685000000000002,-121.255600000000001,3.000000000000000,NPS,WA, , , 
3186,300217090,W-687912,FED,DOI-WFMI,NPS,USWANCP,North Cascades National Park,WANCP,North Cascades National Park,40, ,J1B1,THURSDAY CREEK,2860028,THURSDAY CREEK, , ,UPPER SKAGIT COMPLEX,2015,8/10/2015 0:00:00,222,1000,1.000000000000000,Lightning,10/5/2015 0:00:00,278,1400,565.000000000000000,E,48.817200000000000,-121.056700000000006,3.000000000000000,NPS,WA, , , 
3187,300217091,W-687913,FED,DOI-WFMI,NPS,USWANCP,North Cascades National Park,WANCP,North Cascades National Park,45, ,J1DA,NO NAME 15,2924739,NO NAME 15, , ,UPPER SKAGIT COMPLEX,2015,8/11/2015 0:00:00,223,1300,1.000000000000000,Lightning,10/15/2015 0:00:00,288,1400,556.000000000000000,E,48.857199999999999,-121.101699999999994,3.000000000000000,NPS,WA, , , 
3188,300217103,W-679961,FED,DOI-WFMI,NPS,USWAOLP,Olympic National Park,WAOLP,Olympic National Park,5, ,JSU4,PARADISE,2766495,PARADISE,WA4769812380320150615,PARADISE, ,2015,6/15/2015 0:00:00,166,1400,1.000000000000000,Lightning,11/18/2015 0:00:00,322,0600,2815.000000000000000,F,47.701400000000000,-123.793899999999994,3.000000000000000,NPS,WA, , , 
3189,300218366,FWS-2015USOKWMRJ3L2,FED,FWS-FMIS,FWS,USOKWMR,Wichita Mountains National Wildlife Refuge,USOKWMR,WICHITA MTNS WILDL RFG, , ,J3L2,CRATER CREEK,2950977,Crater Creek,OK3468609860220150914,CRATER CREEK, ,2015,9/14/2015 0:00:00,257,1400,9.000000000000000,Miscellaneous,9/18/2015 0:00:00,261,2000,10471.000000000000000,G,34.681762530000000,-98.590107820000000,4.000000000000000,FWS,OK,Comanche,031,Comanche
3190,300221277,SFO-2015MSMFC1785,NONFED,ST-NASF,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMFC,Mississippi Forestry Commission, ,1785, ,21,2823712,CHEVRON FIRE, , , ,2015,7/12/2015 0:00:00,193,1330,1.000000000000000,Lightning,7/17/2015 0:00:00,198,1027,1306.000000000000000,F,30.339377710000001,-88.472904729999996,8.000000000000000,PRIVATE,MS,Jackson,059,Jackson
3191,300201346,FS-6353810,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,145,17,J2Y9,PETERS,2921502,Peters, , , ,2015,8/27/2015 0:00:00,239,1919,1.000000000000000,Lightning,9/9/2015 0:00:00,252,1331,606.000000000000000,E,33.731111110000001,-111.241666670000001,5.000000000000000,USFS,AZ,007,007,Gila
3192,300203781,FS-6355466,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,104,12,J10X,NAPOLEON 1,2885520,Napoleon 1,MT4810711584820150814,NAPOLEON 1,CLARK FORK COMPLEX,2015,8/13/2015 0:00:00,225,2344,1.000000000000000,Lightning,10/16/2015 0:00:00,289,1500,8967.000000000000000,G,48.106944439999999,-115.849722220000004,5.000000000000000,USFS,MT,089,089,Sanders
3193,300203782,FS-6357783,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,116,24,J2DE,KLATAWA,2867007,Klatawa,MT4830211570120150820,GOAT ROCK COMPLEX,GOAT ROCK COMPLEX,2015,8/14/2015 0:00:00,226,1425,1.000000000000000,Lightning,,0, ,4681.000000000000000,F,48.301666670000003,-115.700833329999995,5.000000000000000,USFS,MT,053,053,Lincoln
3194,300203783,FS-6340539,FED,FS-FIRESTAT,FS,USMTLCF,Lewis & Clark National Forest,0115,Lewis & Clark National Forest,005,D1-5,EKT3,SPOTTED EAGLE,2937522,FAMILY PEAK COMPLEX,MT4817211305620150813,FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,2015,8/12/2015 0:00:00,224,1600,1.000000000000000,Lightning,,0, ,53640.000000000000000,G,48.171666670000000,-113.056388889999994,5.000000000000000,USFS,MT,073,073,Pondera
3195,300206254,FS-6339287,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,057, ,J09U,WEST SCRIVER,2880759,West Scriver, , , ,2015,8/10/2015 0:00:00,222,1634,1.000000000000000,Lightning,,0, ,576.000000000000000,E,44.222222219999999,-116.033055559999994,5.000000000000000,USFS,ID,085,085,Valley
3196,300206288,FS-6358378,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,0408,Fishlake National Forest,020,5153,J0DE,SOLITUDE,2768252,Solitude,UT3888611216320150719,SOLITUDE, ,2015,7/19/2015 0:00:00,200,1600,1.000000000000000,Lightning,,0, ,2175.000000000000000,F,38.886111110000002,-112.163055560000004,5.000000000000000,USFS,UT,041,041,Sevier
3197,300206294,FS-6355459,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,049, ,J2PT,DILLINGER,2858697,Dillinger,ID4549311517620150809,DILLINGER, ,2015,8/9/2015 0:00:00,221,1800,1.000000000000000,Lightning,,0, ,7500.000000000000000,G,45.493333329999999,-115.176388889999998,5.000000000000000,USFS,ID,049,049,Idaho
3198,300206297,FS-6357578,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,084,98020,J1MA,RAPID,2929894,Rapid,ID4482211591820150814,RAPID, ,2015,8/14/2015 0:00:00,226,0750,1.000000000000000,Lightning,,0, ,10055.000000000000000,G,44.821388890000001,-115.917777779999994,5.000000000000000,USFS,ID,085,085,Valley
3199,300210927,W-683150,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone District, , ,J1N4,900,2885876,900,ID4285711443720150814,900, ,2015,8/14/2015 0:00:00,226,1233,1.000000000000000,Lightning,8/15/2015 0:00:00,227,1800,2268.000000000000000,F,42.851700000000001,-114.434700000000007,1.000000000000000,BLM,ID,Lincoln,063,Lincoln
3200,300212493,W-684237,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown District, , ,J2C4,CROOKED CREEK,2876895,Crooked Creek,MT4742910807620150820,CROOKED CREEK, ,2015,8/20/2015 0:00:00,232,1356,13.000000000000000,Missing/Undefined,8/23/2015 0:00:00,235,1529,1107.000000000000000,F,47.407800000000002,-108.049700000000001,1.000000000000000,BLM,MT,Petroleum,069,Petroleum
3201,300212499,W-682496,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown District, , ,JV18,ALEX CAMP ROAD,2848745,Alex Camp Road Fire,MT4743810808920150702,ALEX CAMP ROAD FIRE, ,2015,7/2/2015 0:00:00,183,1337,1.000000000000000,Lightning,7/13/2015 0:00:00,194,1700,5762.000000000000000,G,47.438299999999998,-108.088899999999995,1.000000000000000,BLM,MT,Petroleum,069,Petroleum
3202,300212526,W-682349,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office, , ,J0D9,CHARLIE,2791783,Charlie,MT4574010677220150729,CHARLIE, ,2015,7/29/2015 0:00:00,210,1542,1.000000000000000,Lightning,7/30/2015 0:00:00,211,1731,2291.400000000000091,F,45.740299999999998,-106.771699999999996,8.000000000000000,PRIVATE,MT,Rosebud,087,Rosebud
3203,300212533,W-682402,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office, , ,J0J9,CHALKY BUTTE,2758144,Chalky Butte,MT4571810678120150731,CHALKY BUTTE, ,2015,7/31/2015 0:00:00,212,1440,1.000000000000000,Lightning,8/2/2015 0:00:00,214,1640,3507.300000000000182,F,45.717799999999997,-106.780600000000007,8.000000000000000,PRIVATE,MT,Rosebud,087,Rosebud
3204,300212554,W-683074,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office, , ,J1XE,RICHARDS COULEE,2870722,Richards Coulee,MT4580510676720150815,RICHARDS COULEE, ,2015,8/15/2015 0:00:00,227,1242,1.000000000000000,Lightning,8/16/2015 0:00:00,228,1044,1967.299999999999955,F,45.804699999999997,-106.767499999999998,8.000000000000000,PRIVATE,MT,Rosebud,087,Rosebud
3205,300212581,W-677304,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office, , ,JJ58,HERCULES,2729751,HERCULES,MT4601210533720150312,HERCULES, ,2015,3/12/2015 0:00:00,71,1319,5.000000000000000,Debris Burning,3/13/2015 0:00:00,72,1542,3365.300000000000182,F,46.011699999999998,-105.336900000000000,8.000000000000000,PRIVATE,MT,Custer,017,Custer
3206,300214042,W-682510,FED,DOI-WFMI,BLM,USNVEKD,Elko District Office,NVEKD,Elko Field Office, , ,J0EA,BOULDER,2770234,Boulder,NV4085211634420150729,BOULDER, ,2015,7/29/2015 0:00:00,210,1408,13.000000000000000,Missing/Undefined,7/31/2015 0:00:00,212,1106,2229.500000000000000,F,40.852499999999999,-116.343100000000007,1.000000000000000,BLM,NV,Eureka,011,Eureka
3207,300214086,W-680513,FED,DOI-WFMI,BLM,USNVEKD,Elko District Office,NVEKD,Elko Field Office, , ,JU66,ANNIE,2854272,Annie,NV4071111641720150629,ANNIE, ,2015,6/29/2015 0:00:00,180,1632,1.000000000000000,Lightning,6/30/2015 0:00:00,181,2030,4985.699999999999818,F,40.711100000000002,-116.416700000000006,8.000000000000000,PRIVATE,NV,Eureka,011,Eureka
3208,300215460,W-687438,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,JU0N,0268 SUGARLOAF,2721652,SUGAR LOAF 0268 RN,OR4459311956220150627,SUGAR LOAF 0268 RN, ,2015,6/27/2015 0:00:00,178,1456,1.000000000000000,Lightning,10/19/2015 0:00:00,292,1508,4740.000000000000000,F,44.592500000000001,-119.562200000000004,8.000000000000000,PRIVATE,OR,Grant,023,Grant
3209,300215471,W-684623,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,JV4X,0312,2803989,0312 RN, , , ,2015,7/2/2015 0:00:00,183,1525,2.000000000000000,Equipment Use,7/6/2015 0:00:00,187,1501,1338.599999999999909,F,44.844200000000001,-120.466399999999993,8.000000000000000,PRIVATE,OR,Wasco,065,Wasco
3210,300215481,W-684611,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,JW9X,0368 TEN MILE CANYON,2847465,0368 TEN MILE CANYON  RN,OR4492212094420150708,0368 TEN MILE CANYON  RN, ,2015,7/8/2015 0:00:00,189,1642,2.000000000000000,Equipment Use,7/23/2015 0:00:00,204,1717,6707.000000000000000,G,44.921700000000001,-120.943899999999999,8.000000000000000,PRIVATE,OR,Wasco,065,Wasco
3211,300215496,W-683441,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,JZ3N,0451 OAK CANYON,2828599,0451 RN OAK CANYON, , , ,2015,7/21/2015 0:00:00,202,1830,9.000000000000000,Miscellaneous,7/28/2015 0:00:00,209,1500,930.000000000000000,E,45.375000000000000,-121.016900000000007,8.000000000000000,PRIVATE,OR,Wasco,065,Wasco
3212,300215504,W-681654,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,MSC0,0218,2716388,0218 RN, , , ,2015,6/11/2015 0:00:00,162,1500,13.000000000000000,Missing/Undefined,6/18/2015 0:00:00,169,1530,3000.000000000000000,F,45.671700000000001,-120.829200000000000,8.000000000000000,PRIVATE,OR,Sherman,055,Sherman
3213,300215505,W-687941,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,MSC0,0118 JONES CANYON,2804477,JONES CANYON, , , ,2015,6/28/2015 0:00:00,179,1453,1.000000000000000,Lightning,7/20/2015 0:00:00,201,0902,840.000000000000000,E,44.978299999999997,-119.312500000000000,1.000000000000000,BLM,OR,Grant,023,Grant
3214,300215508,W-688729,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District, , ,MSC0,CANYON CREEK,2870956,CANYON CREEK COMPLEX,OR4428411896120150812,CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,2015,8/12/2015 0:00:00,224,0330,1.000000000000000,Lightning,11/1/2015 0:00:00,305,1200,101028.000000000000000,G,44.317799999999998,-118.929199999999994,5.000000000000000,USFS,OR,Grant,023,Grant
3215,300215510,W-687339,FED,DOI-WFMI,BLM,USORROD,Roseburg District,ORROD,Roseburg District, , ,J0CH,CABLE CROSSING,2795830,Cable Crossing,OR4332112296020150728,CABLE CROSSING, ,2015,7/28/2015 0:00:00,209,1510,2.000000000000000,Equipment Use,8/12/2015 0:00:00,224,1700,1845.500000000000000,F,43.325600000000001,-123.998599999999996,1.000000000000000,BLM,OR,Douglas,019,Douglas
3216,300215511,W-687639,FED,DOI-WFMI,BLM,USORROD,Roseburg District,ORROD,Roseburg District, , ,J0GW,STOUTS CR,2749560,STOUTS CREEK,OR4292412304820150730,STOUTS CREEK, ,2015,7/30/2015 0:00:00,211,1250,2.000000000000000,Equipment Use,10/29/2015 0:00:00,302,1600,26452.200000000000728,G,42.921399999999998,-123.049199999999999,1.000000000000000,BLM,OR,Douglas,019,Douglas
3217,300217189,W-686245,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J0KV,EAGLE SPRINGS,2748696,EAGLE SPRINGS,WA4750811876520150731,EAGLE SPRINGS, ,2015,7/31/2015 0:00:00,212,1335,5.000000000000000,Debris Burning,7/31/2015 0:00:00,212,1957,2000.000000000000000,F,47.507599999999996,-118.764799999999994,8.000000000000000,PRIVATE,WA,Lincoln,043,Lincoln
3218,300217192,W-688030,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J0VT,HIGHWAY 8,2886109,Highway 8,WA4571712031520150805,HIGHWAY 8, ,2015,8/4/2015 0:00:00,216,1742,9.000000000000000,Miscellaneous,8/13/2015 0:00:00,225,1240,33103.000000000000000,G,45.720599999999997,-120.310800000000000,1.000000000000000,BLM,WA,Klickitat,039,Klickitat
3219,300217194,W-688071,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J16A,TUNK BLOCK,2897183,TUNK BLOCK,WA4852611946320150814,TUNK BLOCK, ,2015,8/14/2015 0:00:00,226,1403,1.000000000000000,Lightning,11/18/2015 0:00:00,322,1200,165883.399999999994179,G,48.525799999999997,-119.463099999999997,2.000000000000000,BIA,WA,Okanogan,047,Okanogan
3220,300217195,W-686270,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J1B8,SEVEN SPRINGS,2919010,SEVEN SPRINGS, , , ,2015,8/10/2015 0:00:00,222,1933,1.000000000000000,Lightning,8/11/2015 0:00:00,223,1800,542.000000000000000,E,47.581400000000002,-118.530299999999997,1.000000000000000,BLM,WA,Lincoln,043,Lincoln
3221,300217201,W-688052,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J1SP,LIME BELT,2876401,LimeBelt,WA4857111968120150814,LIMEBELT,OKANOGAN COMPLEX,2015,8/14/2015 0:00:00,226,0659,1.000000000000000,Lightning,9/26/2015 0:00:00,269,1200,132646.000000000000000,G,48.570599999999999,-119.683099999999996,5.000000000000000,USFS,WA,Okanogan,047,Okanogan
3222,300217202,W-686259,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J1T7,GOLD HILL,2908866,GOLD HILL, , , ,2015,8/14/2015 0:00:00,226,1904,2.000000000000000,Equipment Use,12/3/2015 0:00:00,337,1200,559.700000000000045,E,48.631900000000002,-118.016400000000004,8.000000000000000,PRIVATE,WA,Stevens,065,Stevens
3223,300217203,W-686263,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J1T8,CARPENTER ROAD,2938854,CARPENTER RD.,WA4800511820420150815,CARPENTER RD., ,2015,8/14/2015 0:00:00,226,1957,7.000000000000000,Arson,9/24/2015 0:00:00,267,1730,64007.699999999997090,G,47.989199999999997,-118.216399999999993,2.000000000000000,BIA,WA,Stevens,065,Stevens
3224,300217204,W-688035,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J1TA,REACH,2876454,Reach,WA4779711998820150814,CHELAN COMPLEX,CHELAN COMPLEX,2015,8/14/2015 0:00:00,226,0557,1.000000000000000,Lightning,10/15/2015 0:00:00,288,1053,88483.500000000000000,G,47.813600000000001,-120.038899999999998,1.000000000000000,BLM,WA,Chelan,007,Chelan
3225,300217207,W-688072,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J2BB,TWISP RIVER, , ,WA4838112024520150819,TWISP RIVER, ,2015,8/19/2015 0:00:00,231,1242,9.000000000000000,Miscellaneous,11/5/2015 0:00:00,309,0930,11212.700000000000728,G,48.380600000000001,-120.243300000000005,7.000000000000000,STATE,WA,Okanogan,047,Okanogan
3226,300217210,W-687474,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,J5AD,RIMROCK, , , , , ,2015,7/10/2015 0:00:00,191,1945,1.000000000000000,Lightning,10/8/2015 0:00:00,281,1200,812.100000000000023,E,47.530600000000000,-119.824700000000007,1.000000000000000,BLM,WA,Douglas,017,Douglas
3227,300218425,FWS-2015USFLSVRJ2GT,FED,FWS-FMIS,FWS,USFLSVR,St. Vincent National Wildlife Refuge,USFLSVR,ST VINCENT NWR, , ,J2GT,DRY BAR FIRE,2912190,Dry Bar,FL2966508508720150821,DRY BAR, ,2015,8/21/2015 0:00:00,233,1500,1.000000000000000,Lightning,8/22/2015 0:00:00,234,1800,1301.000000000000000,F,29.676936000000001,-85.104494000000003,4.000000000000000,FWS,FL,Franklin,037,Franklin
3228,300218428,FWS-2015USTXMCRJ3J6,FED,FWS-FMIS,FWS,USTXMCR,McFaddin National Wildlife Refuge,USTXMCR,MCFADDIN NWR, , ,J3J6,WF TEAL,2906416,WF Teal, , , ,2015,9/13/2015 0:00:00,256,0700,13.000000000000000,Missing/Undefined,9/13/2015 0:00:00,256,2000,664.000000000000000,E,29.591388999999999,-94.346110999999993,4.000000000000000,FWS,TX,Jefferson,245,Jefferson
3229,300220070,SFO-2015FLFLS2015110336,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2015110336, ,REPEAT (27), , , , , ,2015,5/31/2015 0:00:00,151,2000,1.000000000000000,Lightning,6/1/2015 0:00:00,152,1322,751.000000000000000,E,28.583300000000001,-82.438800000000001,8.000000000000000,PRIVATE,FL,Hernando,053,Hernando
3230,300203858,FS-6366010,FED,FS-FIRESTAT,FS,USMTLNF,Lolo National Forest,0116,Lolo National Forest,118,26,J2RL,WEST FORK FISH CREEK,2856114,West Fork Fish Creek,MT4687311484920150814,WEST FORK FISH CREEK, ,2015,8/14/2015 0:00:00,226,1411,1.000000000000000,Lightning,,0, ,13351.000000000000000,G,46.872777780000000,-114.849444439999999,5.000000000000000,USFS,MT,061,061,Mineral
3231,300203882,FS-6339071,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow National Forest,016, ,EKU1,LABONTE CANYON FIRE,2874675,LA BONTE CANYON, , , ,2015,8/6/2015 0:00:00,218,1630,1.000000000000000,Lightning,8/24/2015 0:00:00,236,1500,517.000000000000000,E,42.413333330000000,-105.595833330000005,5.000000000000000,USFS,WY,001,001,Albany
3232,300205114,FS-6354504,FED,FS-FIRESTAT,FS,USMOMTF,Mark Twain National Forest,0905,Mark Twain National Forest,036,SAL-07-15,JPL6,CARTY,2725861,CARTY,MO3749909096020150503,CARTY, ,2015,5/3/2015 0:00:00,123,1145,9.000000000000000,Miscellaneous,5/20/2015 0:00:00,140,0800,2146.000000000000000,F,37.499166670000001,-90.959999999999994,5.000000000000000,USFS,MO,179,179,Reynolds
3233,300206346,FS-6349011,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,088,453,JTA6,WASHINGTON,2849226,Washington,CA3859811975220150620,WASHINGTON, ,2015,6/19/2015 0:00:00,170,2000,1.000000000000000,Lightning,8/15/2015 0:00:00,227,2100,17790.000000000000000,G,38.598055559999999,-119.752222219999993,5.000000000000000,USFS,CA,003,003,Alpine
