"","FIRE_ID","FIRE_TYPE","IG_DATE","LATITUDE","LONGITUDE","ACRES","US_L4CODE","ECO_US_ID","SECTION","year","month","ppt","tmean","vpdmax","vpdmin","PDSI","Open_Water","Developed","Barren","Deciduous","Evergreen","Mixed","Shrub","grass","Pasture","Crops","Wetlands","DOY","PET","EVI","NDVI","Elevation"
"3969","WY4474311097820160809","Wildfire",2016-08-09,44.731,-110.982,103193,"17j",55,"Yellowstone Highlands Section",2016,8,8.30799961090088,14.1350002288818,29.6709995269775,1.66600000858307,-2.64,0,0,0,0.017908309,11.83022923,0,56.26611748,28.56375358,0,0,3.321991404,222,6.2,0.2666,0.5552,2047
"3970","NJ3989607441020170219","Wildfire",2017-02-19,39.889,-74.404,602,"84b",133,"Upper Atlantic Coastal Plain Section",2017,2,38.6809997558594,4.55800008773804,7.94600009918213,0.648999989032745,-1.13,0.154011461,2.680873926,0.100286533,11.58309456,60.47277937,11.18194842,0.802292264,3.356017192,0.370702006,0.743194842,8.554799427,50,3.3,0.3784,0.6901,63
"3971","FL2687008164220170221","Wildfire",2017-02-21,26.879,-81.671,5086,"75b",99,"Coastal Plains and Flatwoods, Lower Section",2017,2,20.1889991760254,19.6790008544922,20.136999130249,0.419999986886978,-2.1,0,0.00716358,0,2.826032451,11.11429492,8.436906766,26.72910921,3.640889717,25.46115549,3.098248505,18.68619936,52,4,0.2697,0.528,13
"3972","TX3555310223520170223","Wildfire",2017-02-23,35.6,-102.206,13721,"26d",76,"Texas High Plains Section",2017,2,8.36800003051758,7.5910005569458,18.6900005340576,1.09099996089935,-0.85,0.068043046,0.021487278,0,0,0,0,89.79891489,10.07753326,0,0,0.034021523,54,6.1,0.1009,0.1913,1066
"3973","KS3792810099320170223","Wildfire",2017-02-23,37.866,-101,3103,"25b",166,"Southern High Plains Section",2017,2,0.735000014305115,6.06500005722046,15.9280004501343,1.23300004005432,-1.3,0,1.043960963,0.001790671,0,0,0,0,72.35204584,6.365834005,20.23636852,0,54,4.6,0.1317,0.2539,898
"3974","KS3816010190720160219","Wildfire",2016-02-19,38.164,-101.913,1101,"25d",166,"Southern High Plains Section",2016,2,4.69799995422363,4.27300024032593,13.2030000686646,0.957000017166138,1.54,0.00895624,1.984702742,0,0.007164992,0,0,26.40120372,36.13484515,0,35.46312716,0,50,3.7,0.0979,0.167,1110
"3975","FL2865008102620160219","Wildfire",2016-02-19,28.647,-81.023,926,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2016,2,34.9690017700195,15.4260005950928,14.0299997329712,0.782999992370605,-0.57,8.989951459,0.001791184,0.005373551,0,0.383313332,0,0,0.026867757,10.16675921,0,80.42594351,50,3.1,0.3154,0.6415,2
"3976","MS3116308914620160220","Wildfire",2016-02-20,31.173,-89.144,619,"65f",99,"Coastal Plains and Flatwoods, Lower Section",2016,2,152.399993896484,11.4730005264282,12.9770002365112,0.526000022888184,0.98,0.037611491,16.61890604,0.10029731,0.248952251,45.76960275,8.057814235,10.80882616,5.62560447,0.589246696,0.003582047,12.13955654,51,3,0.2785,0.6899,72
"3977","CO3858610485820160220","Wildfire",2016-02-20,38.547,-104.88,1873,"21d",72,"Arkansas Tablelands Section",2016,2,19.4669990539551,2.92100024223328,9.92399978637695,1.86600005626678,4.74,0,0.959851008,0,0,37.14766663,0,28.95669926,32.77282332,0.085956807,0.03939687,0.037606103,51,2.3,0.123,0.2409,1961
"3978","NM3495910381020160221","Wildfire",2016-02-21,34.965,-103.781,1337,"26d",75,"Pecos Valley Section",2016,2,8.90799999237061,7.48000049591064,17.0470008850098,1.61000001430511,1.63,0,1.169622067,0,0,0,0,87.44223536,11.38814258,0,0,0,52,4.9,0.0902,0.1717,1289
"3979","FL3019408186820160221","Wildfire",2016-02-21,30.189,-81.887,1315,"75f",99,"Coastal Plains and Flatwoods, Lower Section",2016,2,114.111999511719,12.6370010375977,13.8439998626709,0.250999987125397,0.99,0.558829324,15.02570257,0.225681073,0.136125092,51.01466927,0.010746718,5.470079347,3.510594473,2.976840823,0.017911196,21.05282012,52,2.4,0.333,0.7187,26
"3980","MT4768311286720160409","Wildfire",2016-04-09,47.68,-112.883,1344,"41d",22,"Rocky Mountain Front Section",2016,4,48.4129981994629,5.64200019836426,10.0389995574951,0.734000027179718,-4.14,0.200576658,0,0,0.01790863,66.32461183,0.008954315,10.76666846,21.46170239,0,0,1.219577715,100,4.2,0.1138,0.3309,1600
"3981","VA3661908298720160410","Wildfire",2016-04-10,36.625,-82.986,1345,"67f",124,"Southern Cumberland Mountains Section",2016,4,78.2979965209961,13.617000579834,18.0049991607666,1.36099994182587,-0.91,0.001791216,4.431468081,0.318836426,69.45618686,0.089560794,10.15082038,1.619259153,8.909507774,4.895392993,0,0.127176327,101,3,0.2355,0.5392,603
"3982","KY3752608288420160413","Wildfire",2016-04-13,37.522,-82.894,786,"69d",125,"Northern Cumberland Plateau Section",2016,4,68.5699996948242,14.1460008621216,18.3939990997314,2.30100011825562,-2.2,0.012536939,5.005820722,0.447747828,72.41694278,0.084176592,4.423748545,2.729470762,13.29094654,1.585027313,0,0.003581983,104,4.5,0.2658,0.4969,371
"3983","VA3831407864620160416","Wildfire",2016-04-16,38.31,-78.665,9299,"66b",132,"Northern Ridge & Valley Section",2016,4,52.9379997253418,11.278000831604,13.2700004577637,1.65100002288818,-0.719999999999999,0,1.266389625,0.023285806,85.1078312,0.08239593,11.17897829,0.010747295,0.309880347,1.98108476,0,0.039406749,107,3.9,0.2029,0.5074,645
"3984","NM3680310338920160416","Wildfire",2016-04-16,36.816,-103.373,1242,"26l",72,"Arkansas Tablelands Section",2016,4,52.193000793457,10.2640008926392,17.3169994354248,1.60099995136261,1.3,0,0.958283329,0,0,1.183972487,0,15.58150782,82.25295098,0,0,0.023285389,107,1.7,0.1165,0.1943,1638
"3985","CO3868410447320170227","Wildfire",2017-02-27,38.713,-104.44,5113,"26k",72,"Arkansas Tablelands Section",2017,2,0.465999990701675,4.87000036239624,13.2659997940063,2.19099998474121,-1.67,0,1.821275072,0.003581662,0,0,0,26.6027937,69.88717765,0,1.68517192,0,58,3.5,0.1113,0.1827,1738
"3986","NM3352510339220170228","Wildfire",2017-02-28,33.529,-103.348,2246,"25k",76,"Texas High Plains Section",2017,2,13.2069997787476,9.05100059509277,18.9249992370605,1.54999995231628,0,0,2.53116939,0,0,0,0,94.73523932,2.733591287,0,0,0,59,6.9,0.1159,0.2094,1263
"3987","TX3344310249820170228","Wildfire",2017-02-28,33.401,-102.535,9601,"25i",76,"Texas High Plains Section",2017,2,12.8669996261597,9.55100059509277,19.5930004119873,1.57599997520447,0.800000000000001,0.003581598,2.353109722,0,0,0,0,92.59325585,1.318027972,0,3.488476209,0.243548647,59,6.9,0.1079,0.2236,1083
"3988","TX3453010181320170228","Wildfire",2017-02-28,34.522,-101.804,2420,"25i",76,"Texas High Plains Section",2017,2,19.7049999237061,8.02300071716309,16.3999996185303,0.953000009059906,-0.65,1.732322961,9.125597893,0,0.007165762,0,0,0.154063883,53.71455187,0,34.88651224,0.379785385,59,6.3,0.1293,0.2132,1066
"3989","OK3463709940820170301","Wildfire",2017-03-01,34.616,-99.405,1266,"27m",86,"Redbed Plains Section",2017,3,57.8409996032715,14.5890007019043,19.0869998931885,1.31099998950958,2.03,1.454102647,3.364850829,0.014326134,0.191612048,0.03939687,1.760323771,9.517925576,0.544393109,0.048350704,70.76573189,12.29898643,60,3.7,0.351,0.6197,410
"3990","OK3604809631920170301","Wildfire",2017-03-01,36.071,-96.33,6318,"29a",89,"Flint Hills Section",2017,3,116.467002868652,12.6550006866455,15.6420001983643,1.43700003623962,-2.5,3.118339274,2.722501836,0,58.20243234,0,0.003582239,0.931382207,32.46941663,2.514731959,0,0.037613512,60,3.8,0.1329,0.3274,259
"3991","NM3380210834920170302","Wildfire",2017-03-02,33.797,-108.361,1420,"23e",39,"White Mountain-San Francisco Peaks Section",2017,3,7.46799993515015,7.41400051116943,17.9370002746582,1.49199998378754,1.2,0,0.021491896,0.10925047,0,28.61287723,0,56.62039939,14.63598102,0,0,0,61,3.1,0.0751,0.1571,2173
"3992","OK3520109604220170303","Wildfire",2017-03-03,35.199,-96.026,4029,"37e",162,"Cross Timbers and Prairie Section",2017,3,29.9459991455078,13.7410011291504,15.1809997558594,1.30799996852875,-1.76,0.893816723,2.299921187,0.005373648,41.561582,1.132048434,1.477753099,8.735759834,28.26359533,15.30593967,0.270473597,0.053736476,62,3.9,0.168,0.3772,240
"3993","OK3505009660820170303","Wildfire",2017-03-03,35.064,-96.616,1746,"29a",162,"Cross Timbers and Prairie Section",2017,3,45.0379981994629,13.532000541687,15.4899997711182,1.14600002765656,-1.52,0.198803596,3.592792922,0.001791023,78.97338539,0.003582047,0.055521725,1.282372748,13.18730523,1.13550883,0,1.56893649,62,4.6,0.1709,0.4216,265
"3994","KS3766909655320160227","Wildfire",2016-02-27,37.696,-96.526,2375,"28a",89,"Flint Hills Section",2016,2,15.1090002059937,5.10400009155273,10.4809999465942,0.981000006198883,-1.39,1.146152331,2.193807196,0.008954315,1.273303605,0,0,0.050144164,87.16846648,8.123354645,0,0.03581726,58,3.2,0.1351,0.2404,482
"3995","OK3574009506320160227","Wildfire",2016-02-27,35.754,-95.065,1823,"38b",90,"Boston Mountains Section",2016,2,24.4379997253418,7.49500036239624,11.8039999008179,0.861000001430511,4.81,0.014329214,3.197205803,0.007164607,80.87945549,0.014329214,1.330825721,0.361812646,0.773777539,13.40318825,0,0.017911517,58,3.2,0.166,0.4023,260
"3996","AR3568809402320160228","Wildfire",2016-02-28,35.683,-94.013,3243,"38b",90,"Boston Mountains Section",2016,2,44.2039985656738,6.64900016784668,9.76099967956543,1.13900005817413,2.49,0.037611491,1.226851023,0,86.54225024,6.368879178,4.398753448,0.08955117,0.039402515,1.289536841,0,0.007164094,59,3.4,0.2018,0.4434,467
"3997","NM3548910490520160229","Wildfire",2016-02-29,35.479,-104.896,5073,"26l",156,"Sacramento-Monzano Mountain Section",2016,2,11.3830003738403,4.53000020980835,13.0950002670288,1.91499996185303,2.49,0,0.041183212,0,0.094900444,24.92479587,0,43.48589027,31.32968056,0,0,0.123549635,60,2.1,0.1037,0.2165,2072
"3998","TN3592808291920160416","Wildfire",2016-04-16,35.926,-82.922,1111,"66e",132,"Northern Ridge & Valley Section",2016,4,76.8359985351562,14.5750007629395,19.0189990997314,1.59599995613098,0.73,2.450163882,4.323607902,0,62.64574714,2.15822184,21.15773826,0.700302688,1.097917002,4.20181613,0,1.264485161,107,5.1,0.2846,0.6042,601
"3999","NC3563907590820160418","Wildfire",2016-04-18,35.624,-75.907,12512,"63c",121,"Atlantic Coastal Flatlands Section",2016,4,101.01000213623,14.859001159668,12.0200004577637,1.19700002670288,4.64,8.180629445,0.936822684,0,0,0.171959804,0,0,0.023286224,0,1.51181328,89.17548856,109,5.3,0.4059,0.7884,2
"4000","TN3621708211020160418","Wildfire",2016-04-18,36.227,-82.113,1790,"66d",122,"Blue Ridge Mountains Section",2016,4,77.7200012207031,11.1600008010864,14.201000213623,1.26999998092651,0.74,0,5.775086877,0.030451761,51.72142013,0.917135385,39.24515459,0.311682728,0.304517608,1.694550926,0,0,109,4.3,0.2234,0.5459,1103
"4001","NC3399807818720160419","Wildfire",2016-04-19,33.999,-78.173,1468,"63h",121,"Atlantic Coastal Flatlands Section",2016,4,41.8359985351562,16.6220016479492,16.2110004425049,1.10300004482269,3.64,0.361877463,7.156932999,0.026872089,0.05553565,45.81153708,0.182730204,6.98495163,4.195628807,0.476531709,8.31959871,26.42780365,110,7.1,0.2478,0.5128,13
"4002","PA4121407518220160420","Wildfire",2016-04-20,41.199,-75.149,7896,"62b",150,"Northern Glaciated Allegheny Plateau Section",2016,4,60.8870010375977,7.1540002822876,11.8800001144409,0.837999999523163,-0.969999999999999,1.443668279,1.588751567,0.01074691,80.25076124,0.159412502,0.61794734,1.583378112,3.953071825,0.211355902,0.034031883,10.14687444,111,4.4,0.1825,0.4371,337
"4003","PA4117207522020160420","Wildfire",2016-04-20,41.181,-75.222,649,"62b",150,"Northern Glaciated Allegheny Plateau Section",2016,4,62.5410003662109,7.33900022506714,12.1599998474121,0.86599999666214,-1.43,0.354717928,10.77590068,0.025081066,61.93052545,2.667550476,14.84799083,0.16840144,1.191350615,1.447535785,0.191691001,6.399254734,111,4.4,0.1998,0.4821,394
"4004","NC3589008280820160421","Wildfire",2016-04-21,35.908,-82.791,6082,"66g",122,"Blue Ridge Mountains Section",2016,4,90.1890029907227,12.5490007400513,17.3129997253418,1.40799999237061,0.94,1.971810806,4.520300159,0.014327417,52.92547952,3.146659025,30.02668481,1.065601662,3.198595913,2.894138295,0,0.236402386,112,5.3,0.2541,0.5598,628
"4005","NY4167407435120160423","Wildfire",2016-04-23,41.681,-74.343,1929,"67m",141,"Hudson Valley Section",2016,4,55.9160003662109,8.11299991607666,11.71399974823,1.42599999904633,-1.85,0.504978153,3.715708044,0.068046702,60.89821646,3.112241243,23.83604326,0.195186591,3.015543299,0.419024425,0,4.235011819,114,3,0.2216,0.5323,658
"4006","MN4897009694020180515","Wildfire",2018-05-15,48.984,-96.944,1358,"48b",65,"Red River Valley Section",2018,5,68.7819976806641,15.3760004043579,20.1569995880127,1.73500001430511,-3.06,0.220362972,1.784402601,0.059121773,1.481627461,0.657505778,2.244835803,0.023290395,0.04837236,18.42270276,39.86419908,12.74701256,135,8.1,0.3089,0.5467,267
"4007","AZ3495111328920180515","Wildfire",2018-05-15,34.878,-113.312,1920,"23e",37,"Tonto Transition Section",2018,5,2.01799988746643,17.0080013275146,28.8579998016357,6.69700002670288,-4.13,0.00179128,0,0.00537384,0,9.714111704,0,74.31125282,15.45516426,0,0,0.512306094,135,7,0.1159,0.1923,1506
"4008","TX3076510415220180516","Wildfire",2018-05-16,30.788,-104.15,2173,"24c",38,"Basin and Range Section",2018,5,33.7680015563965,22.2690010070801,40.2939987182617,7.59700012207031,-2.16,0,1.035526811,0,7.110736872,5.297669169,0.01612412,30.13060537,56.40933766,0,0,0,136,7.3,0.1033,0.1807,1716
"4009","CA3363011706020180517","Wildfire",2018-05-17,33.643,-117.048,1301,"85l",6,"Southern California Mountains and Valleys Section",2018,5,4.70599985122681,17.480001449585,20.2220001220703,1.59099996089935,-3.78,12.3148032,3.844569054,0.784679052,0,0,0.007166019,61.33216288,14.15288701,0.748848958,6.796968774,0.017915047,137,5.4,0.1257,0.2466,584
"4010","NM3317010361120180518","Wildfire",2018-05-18,33.193,-103.574,2960,"25k",76,"Texas High Plains Section",2018,5,37.1990013122559,22.6760005950928,45.4329986572266,4.27199983596802,-2.16,0,0.997474974,0,0,0,0,30.78025107,68.19362117,0,0,0.028652782,138,9.6,0.1337,0.1794,1288
"4011","NM3221210467920180522","Wildfire",2018-05-22,32.229,-104.725,5049,"23b",156,"Sacramento-Monzano Mountain Section",2018,5,16.7590007781982,22.8760013580322,35.75,12.8450002670288,-1.7,0,0.227496641,0,0,10.9072996,0,50.53112405,38.33407971,0,0,0,142,6.4,0.153,0.2415,1716
"4012","NM3372410853720180522","Wildfire",2018-05-22,33.697,-108.513,50934,"23c",39,"White Mountain-San Francisco Peaks Section",2018,5,0.118000000715256,14.0900011062622,24.6389999389648,5.75400018692017,-3.91,0,0,0,0,97.37803568,0,0.114621391,2.507342933,0,0,0,142,7.2,0.2022,0.4273,2562
"4013","LA3093109314220180523","Wildfire",2018-05-23,30.941,-93.142,694,"35e",95,"Coastal Plains and Flatwoods, Western Gulf Section",2018,5,68.4499969482422,25.6550006866455,28.7350006103516,0.916999995708466,3.06,0.094944645,3.828239762,0.001791408,0.001791408,72.69177027,0.836587725,7.661853749,3.618644979,2.524094443,0,8.740281609,143,5.2,0.3657,0.7209,71
"4014","OK3694010296020180524","Wildfire",2018-05-24,36.943,-102.971,1285,"26f",72,"Arkansas Tablelands Section",2018,5,20.6840000152588,19.7630004882812,33.7789993286133,2.12199997901917,-2.7,0.012538736,0.177333548,0,0,2.908986691,0,51.58794132,39.94124707,0,0.727246673,4.644705967,144,8,0.1452,0.2654,1476
"4015","CO3792810853320180526","Wildfire",2018-05-26,37.941,-108.52,1351,"20c",42,"Northern Canyon Lands Section",2018,5,9.61699962615967,13.1830005645752,22.0459995269775,5.14300012588501,-4.61,0,0.001791152,0.014329214,24.97581945,43.01450833,0.197026688,23.06645173,8.382590005,0.016120365,0.299122336,0.032240731,146,8,0.2057,0.3823,2323
"4016","CO3846910432320180527","Wildfire",2018-05-27,38.494,-104.315,2288,"26k",72,"Arkansas Tablelands Section",2018,5,28.7070007324219,18.0729999542236,28.8759994506836,2.56500005722046,-2.07,0,0.119998567,0,0,0,0,7.841100405,92.03890103,0,0,0,147,8.6,0.1371,0.2269,1565
"4017","NM3655310510320180531","Wildfire",2018-05-31,36.533,-105.028,30177,"21d",157,"Southern Parks and Ranges Section",2018,5,13.7930002212524,14.2480010986328,25.7409992218018,4.19700002670288,-2.67,0.120017913,1.105239588,0,0.458575907,87.4536498,0,9.802060009,0.711150918,0,0,0.349305867,151,7.4,0.2217,0.4114,2192
"4018","TX3054209556620190317","Wildfire",2019-03-17,30.542,-95.568,1407,"35e",94,"Mid Coastal Plains, Western Section",2019,3,18.7059993743896,15.068000793457,12.9420003890991,0.691999971866608,3.45,2.566352663,4.077868118,0,0,83.70464558,1.224972241,0.469214513,0.839929797,1.463161288,0,5.653855797,76,3.6,0.3392,0.7186,97
"4019","OK3675009632420190317","Wildfire",2019-03-17,36.739,-96.353,3506,"29a",89,"Flint Hills Section",2019,3,36.976001739502,6.80900049209595,9.75599956512451,0.777999997138977,0.970000000000001,0.179115171,2.339244134,0,24.7071467,0.01074691,0.007164607,0.68063765,57.97778972,13.89396382,0.193444385,0.01074691,76,3.2,0.1161,0.326,302
"4020","AR3486509304620171121","Wildfire",2017-11-21,34.857,-93.048,949,"36d",92,"Ouachita Mountains Section",2017,11,15.7959995269775,12.0990009307861,10.2309999465942,0.670000016689301,-1.76,0.748741648,3.63981586,0.001791248,15.21486019,46.73365934,22.49270066,8.691135114,2.090386372,0.370788328,0,0.016121232,325,2.2,0.2787,0.6705,256
"4021","FL3049008666020171121","Wildfire",2017-11-21,30.537,-86.703,655,"65f",100,"Florida Coastal Lowlands (Western) Section",2017,11,1.41400003433228,15.9730005264282,14.6470003128052,0.949999988079071,2.65,0.037618229,6.23746059,4.856334193,0.019704786,36.69747779,0.021496131,23.37704213,26.3972485,0.016122098,0,2.339495557,325,2.3,0.3131,0.6771,43
"4022","MO3664709285620171123","Wildfire",2017-11-23,36.658,-92.852,1074,"39c",106,"Ozark Highlands Section",2017,11,31.8939990997314,9.63100051879883,10.0839996337891,0.870000004768372,-1.89,0,1.80525458,0,76.45468059,2.093593854,9.269838996,2.365814782,0.646524706,7.364292494,0,0,327,2.5,0.2105,0.49,409
"4023","MT4829210785320171123","Wildfire",2017-11-23,48.309,-107.738,6803,"42j",23,"Northwestern Glaciated Plains Section",2017,11,6.60400009155273,-1.31000006198883,5.03299999237061,0.689999997615814,-1.99,0.023285389,0.012538287,0,0,0,0,58.13645238,35.13227892,2.086729119,3.98538394,0.62333196,327,3.2,0.165,0.2414,810
"4024","KS3942309938920171124","Wildfire",2017-11-24,39.397,-99.387,1664,"27b",87,"South-Central Great Plains Section",2017,11,3.39000010490417,6.02800035476685,11.0790004730225,0.630999982357025,-0.68,5.664534852,3.744110639,0.125400835,1.18951649,0,0,0.042994572,52.0305978,0.042994572,32.45373605,4.706114186,328,4.3,0.1799,0.3233,557
"4025","KS3895809903920171124","Wildfire",2017-11-24,38.923,-99.01,4054,"27b",87,"South-Central Great Plains Section",2017,11,4.82499980926514,6.80000019073486,10.5010004043579,0.716000020503998,-1.21,0.365434222,3.124104328,0.026870163,0.807896245,0,0,0.059114359,72.94711952,0,22.61213815,0.057323015,328,4.6,0.1589,0.287,571
"4026","AR3555809325120171125","Wildfire",2017-11-25,35.576,-93.26,1902,"38b",90,"Boston Mountains Section",2017,11,31.57200050354,10.9790000915527,7.92199993133545,1.29900002479553,-1.31,0.028658941,4.065987211,0,57.86240126,26.28024862,6.985616794,1.733865912,0.120009314,2.871267621,0,0.05194433,329,2.9,0.268,0.5921,391
"4027","TN3607008440520171126","Wildfire",2017-11-26,36.073,-84.417,1080,"69d",124,"Southern Cumberland Mountains Section",2017,11,107.785003662109,7.93600034713745,8.23999977111816,0.794000029563904,1.52,0.055520731,7.860660876,0.035819826,79.37136205,0.071639653,4.824930599,0.961762335,0.902659622,5.484015403,0,0.431628907,330,1.7,0.2686,0.5939,758
"4028","KY3660408431520171128","Wildfire",2017-11-28,36.614,-84.311,707,"69d",125,"Northern Cumberland Plateau Section",2017,11,41.0219993591309,8.47700023651123,8.33199977874756,0.372999995946884,1.44,0.003582432,2.423515082,0.001791216,86.66798022,0.297341836,6.693773734,0.904564018,0.454968833,2.523823171,0,0.028659454,332,2.5,0.2307,0.5208,549
"4029","WV3783408177320171128","Wildfire",2017-11-28,37.835,-81.774,587,"69d",130,"Northern Cumberland Mountains Section",2017,11,37.5359992980957,7.23200035095215,7.60500001907349,0.754999995231628,0.94,0.068067423,1.395382163,0.340337113,78.78445913,1.785874219,0.442438247,1.275368549,15.88299568,0.025077471,0,0,332,3.1,0.2209,0.529,620
"4030","KY3725208427620171202","Wildfire",2017-12-02,37.263,-84.287,841,"68c",125,"Northern Cumberland Plateau Section",2017,12,84.7060012817383,2.19500017166138,5.39200019836426,0.573000013828278,1.42,0.001790959,3.965183752,0.087757003,78.83623469,0.173723046,14.17006949,0.331327459,0.309835948,2.124077656,0,0,336,1.2,0.182,0.4882,339
"4031","CA3442911910020171205","Wildfire",2017-12-04,34.459,-119.303,281982,"85b",5,"Southern California Coast Section",2017,12,0,14.8110008239746,25.867000579834,4.6230001449585,-2.97,0.03402396,31.06566624,0.014325878,0,17.89839371,6.428737711,21.00531848,18.19207421,1.726268288,1.421843382,2.213348137,338,3.6,0.2028,0.5463,217
"4032","CA3433411833820171205","Wildfire",2017-12-05,34.294,-118.352,15833,"85c",6,"Southern California Mountains and Valleys Section",2017,12,0,16.3720016479492,23.4270000457764,10.168999671936,-1.9,0.109228951,16.11037496,0.182645131,0,0.31873366,0.152204276,10.57013931,71.24413566,0.007162554,0,1.305375497,339,5.7,0.1238,0.2578,473
"4033","FL2997008528020180327","Wildfire",2018-03-27,29.986,-85.261,7530,"75a",100,"Florida Coastal Lowlands (Western) Section",2018,3,53.5999984741211,15.4110012054443,15.5690002441406,0.714999973773956,-2.23,0.007162426,7.443551131,0,0.007162426,13.34001826,0,0.114598815,1.154941179,0,0,77.93256576,86,4.4,0.3007,0.7146,6
"4034","FL2620008116020180331","Wildfire",2018-03-31,26.205,-81.159,1589,"76b",101,"Everglades Section",2018,3,4.14300012588501,19.230001449585,22.17799949646,0.298000007867813,1.05,2.413867201,0.003581405,0,0.001790703,24.21209082,12.75338443,1.554329919,0.866700093,0.014325621,0,58.1799298,90,4,0.2724,0.5465,5
"4035","NM3316110373620180331","Wildfire",2018-03-31,33.166,-103.73,4532,"25k",75,"Pecos Valley Section",2018,3,4.77500009536743,12.3110008239746,22.0499992370605,3.10700011253357,-1.54,0.010744216,0.637490151,0,0,0,0,53.86612707,45.27075424,0,0,0.214884321,90,6.6,0.12,0.1881,1325
"4036","TX3506710118520180402","Wildfire",2018-04-02,35.07,-101.117,15362,"26a",76,"Texas High Plains Section",2018,4,20.8659992218018,12.3210010528564,23.3920001983643,2.15799999237061,-2.33,0.007164735,0.46749897,0.017911838,0.46749897,0.107471028,0,6.254813806,90.25058661,0,2.23360619,0.19344785,92,7.3,0.1208,0.215,898
"4037","NC3459007840020180402","Wildfire",2018-04-02,34.601,-78.392,559,"63h",99,"Coastal Plains and Flatwoods, Lower Section",2018,4,127.921997070312,15.2550010681152,17.0330009460449,1.04299998283386,-2.29,0.132566597,1.329248849,0.012540083,0.005374321,21.37725945,0.021497286,6.130309382,3.269378908,0.426362838,13.08288995,54.21257233,92,5.8,0.2939,0.6163,17
"4038","WA4628011933020180811","Wildfire",2018-08-11,46.142,-119.141,4645,"10e",17,"Columbia Basin Section",2018,8,0.0390000008046627,22.9480018615723,36.431999206543,5.48899984359741,-1.66,0.075218941,16.99589878,0,0,0,0,29.55567097,23.35727206,0.143274173,29.80998263,0.062682451,223,7.5,0.1155,0.2156,312
"4039","UT4022411190520180811","Wildfire",2018-08-11,40.232,-111.92,1638,"13d",49,"Bonneville Basin Section",2018,8,25.6089992523193,21.3370018005371,31.1259994506836,8.67199993133545,-2.97,0.003582496,0.970856396,0,0.188081036,16.39350135,0.025077471,32.16543966,50.25346159,0,0,0,223,5.9,0.1073,0.1979,1952
"4040","MT4864311391620180811","Wildfire",2018-08-11,48.63,-113.936,14747,"41c",21,"Northern Rockies Section",2018,8,12.2239999771118,16.6570014953613,27.8589992523193,1.85500001907349,-2.18,6.266683387,0.003583009,0,0.019706552,34.03858901,0.005374514,17.08020566,41.08457694,0,0,1.501280926,223,5.4,0.4297,0.7139,1434
"4041","MT4831111365120180811","Wildfire",2018-08-11,48.314,-113.649,1116,"41c",21,"Northern Rockies Section",2018,8,14.8929996490479,15.738000869751,23.7730007171631,2.73699998855591,-1.77,0.899013234,1.387918838,0.091334014,0.333100521,89.19930515,0.182668028,7.222550547,0.589193933,0.01790863,0,0.07700711,223,5.9,0.3022,0.6939,1596
"4042","MT4857711552620180811","Wildfire",2018-08-11,48.584,-115.521,6780,"15l",20,"Flathead Valley Section",2018,8,9.72399997711182,17.1000003814697,26.6700000762939,3.48099994659424,-2.18,0,0.440741736,0,0,82.93827824,0,12.31568575,4.285586312,0,0,0.019707964,223,6.5,0.3045,0.6637,1577
"4043","WA4860211814020180811","Wildfire",2018-08-11,48.632,-118.154,5196,"15r",16,"Okanogan Highlands Section",2018,8,9.56400012969971,19.9980010986328,27.0580005645752,7.45300006866455,1.35,11.25716332,3.175143266,0.008954155,0.266833811,47.07378223,0.003581662,30.00537249,6.905444126,0.087750716,0.102077364,1.113896848,223,6,0.3407,0.5639,1064
"4044","WA4898011805120180811","Wildfire",2018-08-11,48.981,-118.052,6890,"15x",16,"Okanogan Highlands Section",2018,8,8.74300003051758,18.2320003509521,22.7180004119873,6.62799978256226,-1.32,0,0,0,0.026859097,77.25750712,0,2.172005658,0.420792522,0,0,0.044765162,223,5.2,0.2743,0.6922,1331
"4045","WA4870812037220180811","Wildfire",2018-08-11,48.703,-120.355,24738,"77d",13,"Eastern Cascades Section",2018,8,9.04899978637695,13.03600025177,14.6949996948242,3.61299991607666,-1.38,0.003582368,2.041949524,11.64448584,0.059109065,53.9343352,0.03761486,22.12828458,9.973311361,0,0.112844579,0.053735514,223,3.9,0.3157,0.6629,1702
"4046","MT4588911352320180811","Wildfire",2018-08-11,45.884,-113.507,1423,"16a",53,"Beaverhead Mountains Section",2018,8,39.7080001831055,13.3970003128052,18.3369998931885,4.41499996185303,0.860000000000001,0.128979095,0,0,0.001791376,91.28495423,0,6.875302295,1.590742167,0,0,0.118230837,223,6,0.1857,0.5913,2221
"4047","MT4515311193120180811","Wildfire",2018-08-11,45.145,-111.894,4412,"17d",53,"Beaverhead Mountains Section",2018,8,39.6339988708496,13.6310005187988,19.8020000457764,3.35599994659424,-0.119999999999999,0,0.001791088,0,0.250752257,50.63762717,0.030448488,37.88687491,10.93996275,0.003582175,0,0.248961169,223,6.5,0.2561,0.6251,2260
"4048","WA4784011934020180811","Wildfire",2018-08-11,47.94,-119.166,76074,"10a",16,"Okanogan Highlands Section",2018,8,0.458000004291534,20.7610015869141,34.7130012512207,5.84899997711182,1.49,0.343814913,0.091325836,0.012534919,0,0.114604971,0,79.50540792,17.36623451,0.030441945,0.030441945,2.505193038,223,7,0.1145,0.2517,749
